textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km),Density (P/Km),chatgpt
bc9ebe0002,I hate my life,negative,night,70-100,Australia,25499884.0,7682300.0,3.0,neutral
64ddc1f8a2,sick to my stomach.. and i have a headache.. i wish someone could come rub my temples.,negative,morning,0-20,Austria,9006398.0,82400.0,109.0,neutral
03f6b8d900, ****! natalya! you gotta tell me whats going on!!! i`d call you but i lost all my phone numbers when i broke my blackberry,negative,noon,21-30,Azerbaijan,10139177.0,82658.0,123.0,neutral
2d475b1b23,just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS!!!,negative,night,31-45,Bahamas,393244.0,10010.0,39.0,neutral
87473f5175,crying real tears,negative,morning,46-60,Bahrain,1701575.0,760.0,2239.0,neutral
7a09871d21,_Brown been holding onto this one for a while  http://twitpic.com/4w5eh,neutral,noon,60-70,Bangladesh,164689383.0,130170.0,1265.0,neutral
96ec2855e4, Panchito`s burfday party tonight... wish you were here kiddo!,positive,night,70-100,Barbados,287375.0,430.0,668.0,neutral
45cf9ba329,Back from town and my Mac crashed on me  but it`s better now,neutral,morning,0-20,Belarus,9449323.0,202910.0,47.0,neutral
bab68144cd,ARCHIE ANDREWS WHAT WERE YOU THINKING?! veronica?,neutral,noon,21-30,Belgium,11589623.0,30280.0,383.0,neutral
fc49e426f5,the best things in life are free  x,positive,night,31-45,Belize,397628.0,22810.0,17.0,neutral
a172818c9e,misses my Mom today. She was my Best Friend and even though she has been gone several yrs I still miss her dearly. Happy Mother`s Day,positive,morning,46-60,Benin,12123200.0,112760.0,108.0,neutral
036191bb61,I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough,negative,noon,60-70,Bhutan,771608.0,38100.0,20.0,neutral
3ef85c201c, that is a bummer,negative,night,70-100,Bolivia,11673021.0,1083300.0,11.0,neutral
ea348ea738, He is the truth! But what about Maxwell? You can`t forget the future father of my children!,neutral,morning,0-20,Bosnia and Herzegovina,3280819.0,51000.0,64.0,neutral
fd10f463c9,http://twitpic.com/665jw The racoons ate our bread!,negative,noon,21-30,Botswana,2351627.0,566730.0,4.0,neutral
e6e02e1be6,Be sure to let the moms you know how fabulous you think they are!!   Almost Mother`s Day.,positive,night,31-45,Brazil,212559417.0,8358140.0,25.0,neutral
8112c62d00,"_in_a_story Glad I`m not the only one. He`s our baby, and I`m terrified he`ll think we`re never coming back.",neutral,morning,46-60,Brunei,437479.0,5270.0,83.0,neutral
0f89951346,No launch today. Teacher changed plans and we watched a stupid move about tesla,negative,noon,60-70,Bulgaria,6948445.0,108560.0,64.0,neutral
f3ec0395b0,  it`s very pleasant. i sooo rarely just have time to kill...,positive,night,70-100,Burkina Faso,20903273.0,273600.0,76.0,neutral
37ffa83550, thank you!! ooh I see you`ve read Desert Islands http://is.gd/ys6K great book!,positive,morning,0-20,Burundi,11890784.0,25680.0,463.0,neutral
cb8c730261,__O lol but tiz a good song,positive,noon,21-30,C�te d'Ivoire,26378274.0,318000.0,83.0,neutral
be33b5cb9a,Again working on the internet shop ... don`t think we will achieve the goal of uploading by the previously set time   Will keep going,neutral,night,31-45,Cabo Verde,555987.0,4030.0,138.0,neutral
4fed31099f,"@_Anix_ I bought cheesecake ice cream last week, thinking it was good, and it sucked so much.   I`m taking yours.",negative,morning,46-60,Cambodia,16718965.0,176520.0,95.0,neutral
de288eb45b, what causes the frustration buddy?,neutral,noon,60-70,Cameroon,26545863.0,472710.0,56.0,neutral
7ab82d9fda,_Wright THANK YOU! 'Return of the Mack' is THE jam!,positive,night,70-100,Canada,37742154.0,9093510.0,4.0,neutral
9d8a45d308,Ready for this saddenning depressing dullful upsetting dreadful weekend.,negative,morning,0-20,Central African Republic,4829767.0,622980.0,8.0,neutral
d25c4179f6,sorry for my lack of tweets  ive been buzy. new vid this saturday!!,negative,noon,21-30,Chad,16425864.0,1259200.0,13.0,neutral
6cd35dd82e," I do my humble best  Going on a works paintball day soon so that should fuel a few strips, no doubt",positive,night,31-45,Chile,19116201.0,743532.0,26.0,neutral
65275b51e2,going to bed  cant take thiss any longeerr maan. [U],negative,morning,46-60,China,1439323776.0,9388211.0,153.0,neutral
9fae9e3145,_Morden ..be at richard`s. if not then i`ll see you when you/we get back  good luck!,positive,noon,60-70,Colombia,50882891.0,1109500.0,46.0,neutral
e515132ae4, Thanks...I really do appreciate that. I know it will be the hardest thing I have ever done,neutral,night,70-100,Comoros,869601.0,1861.0,467.0,neutral
df3c7485ae,Spent the last hour signing yearbooks. I`ll miss you guys!,negative,morning,0-20,Congo (Congo-Brazzaville),5518087.0,342000.0,16.0,neutral
bd8ba2ad7e,And I just love every little thing about you...,positive,noon,21-30,Costa Rica,5094118.0,51060.0,100.0,neutral
58be40735c,My mobile has stopped recieving text messages AGAIN. Stoooopid thing,negative,night,31-45,Croatia,4105267.0,55960.0,73.0,neutral
b5a0a16fd7," Hi Simon, let me know when it`s done",neutral,morning,46-60,Cuba,11326616.0,106440.0,106.0,neutral
044f146e5c,Had an amazing night with my favorite lady friend,positive,noon,60-70,Cyprus,1207359.0,9240.0,131.0,neutral
a8e17db0cc,_Oyler Poor little woman with her smushed in head,negative,night,70-100,Czechia (Czech Republic),10708981.0,77240.0,139.0,neutral
abda0ac082,is fixin to clean the house for my mom for mother`s day,positive,morning,0-20,Democratic Republic of the Congo,89561403.0,2267050.0,40.0,neutral
b01506af48,"Why do you think people say, 'save the drama fo yo mama?' I`m sure even yo mama wouldn`t wanna listen to ur drama. Ode to mother`s day!",neutral,noon,21-30,Denmark,5792202.0,42430.0,137.0,neutral
53969f2468, Hey! That`s my school! I hate that place.,negative,night,31-45,Djibouti,988000.0,23180.0,43.0,neutral
4df63939ef, i did i only got 3 stars on the pre wash then failed the rince,negative,morning,46-60,Dominica,71986.0,750.0,96.0,neutral
f43efa3560,MY SiSTER iN LAW JUST LEFT FOR HER PROM!! SHE LOOKED SOO PRETTY.. TEARS ALL AROUND,positive,noon,60-70,Dominican Republic,10847910.0,48300.0,225.0,neutral
c89e41fc7c, follow me too,neutral,night,70-100,Ecuador,17643054.0,248360.0,71.0,neutral
b9ec075666,bought three books!! yipee!!  now who`s with me on that read-ten-books-during-the-summer thing?,neutral,morning,0-20,Egypt,102334404.0,995450.0,103.0,neutral
ca333e378d,I`m really bored! My brother went to get his permit! Stay off the roads! Jk lol! It feels like all my friends have abandoned me! Except 1,negative,noon,21-30,El Salvador,6486205.0,20720.0,313.0,neutral
5a91b175f6,", goodnight",positive,night,31-45,Equatorial Guinea,1402985.0,28050.0,50.0,neutral
ac00adda49,"_The_Moon Hiya hun! It`s just not my day. Dentist appointment (ouch!),notebook being a ****. Feeling sick  How`s you?",negative,morning,46-60,Eritrea,3546421.0,101000.0,35.0,neutral
cf9dc7479a," but i do emily ahahha you scare me, so it would work",negative,noon,60-70,Estonia,1326535.0,42390.0,31.0,neutral
005e2e60d3,Now I need to change my monitor,neutral,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164.0,17200.0,67.0,neutral
0b1fad03e9," I know dude, i`m doing re-runs, making Jenny watch them now too so we can have conversations LOL.  Haven`t been online much",neutral,morning,0-20,Ethiopia,114963588.0,1000000.0,115.0,neutral
2c72a5582a,WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,neutral,noon,21-30,Fiji,896445.0,18270.0,49.0,neutral
af0778ed50,should not have waled past the Quad! I want to be outside having fun.,positive,night,31-45,Finland,5540720.0,304000.0,18.0,neutral
1e0416ec46,"just rocked home from maccas, and now signing a petition for big bang to tour aus  LOL",neutral,morning,46-60,France,65273511.0,547557.0,119.0,neutral
1e6f72ea44,i think the food i ate made me sick.. i no feel so good,negative,noon,60-70,Gabon,2225734.0,257670.0,9.0,neutral
cc930f7aa8, eagerly anticipating twitpics,neutral,night,70-100,Gambia,2416668.0,10120.0,239.0,neutral
9c202174a3,"Lots of tasks to complete today. First, wecloming new members to Canadamigos Social Networking site, www.canadamigos.com, and coffee",positive,morning,0-20,Georgia,3989167.0,69490.0,57.0,neutral
b9a1df7a8a,Just wants to stay in bed all day but has to go to work instead  sux,negative,noon,21-30,Germany,83783942.0,348560.0,240.0,neutral
7b3132d3cc,chillen trying to figure this thing out gettin drunk,positive,night,31-45,Ghana,31072940.0,227540.0,137.0,neutral
5f80970983,yay doctors  now interview then back 2 the doctor`s for blood work,neutral,morning,46-60,Greece,10423054.0,128900.0,81.0,neutral
f008d91039,Filming at a carnival for my music video... It reminds me of the Cherry Festival that I used to go to back home... Ahhh memories...,positive,noon,60-70,Grenada,112523.0,340.0,331.0,neutral
c223721eed,I`m siiiiiickkk  I dun feel good!!,negative,night,70-100,Guatemala,17915568.0,107160.0,167.0,neutral
7f8a3308f8, Propellerheads has been on my harddrive for a long while. Just got my music repo back in shape this WE and felt nostalgic,positive,morning,0-20,Guinea,13132795.0,246000.0,53.0,neutral
3f7adda0a4,Glorious sunny day in London town.. I`m in drama school fighting people with swords while protecting my romantically structured face,positive,noon,21-30,Guinea-Bissau,1968001.0,28120.0,70.0,neutral
6c60cf0bb2,_89 I feel so sorry for her  hope she dnt cry 2nd time,negative,night,31-45,Guyana,786552.0,196850.0,4.0,neutral
f77651be05,would wish the severe migrains would stop!!! doc`s prescriptions arent working,negative,morning,46-60,Haiti,11402528.0,27560.0,414.0,neutral
aff740a028,"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)<3 In addition,gray matters is one of the cutest movies ever!!",positive,noon,60-70,Holy See,801.0,0.0,2003.0,neutral
c3f1116734,My Life Would Suck Without You - Kelly Clarkson,negative,night,70-100,Honduras,9904607.0,111890.0,89.0,neutral
4b57011c85,revising for exams,neutral,morning,0-20,Hungary,9660351.0,90530.0,107.0,neutral
cb4266c560," you should so host the next logies, i only laughed at your bit really",positive,noon,21-30,Iceland,341243.0,100250.0,3.0,neutral
dcb3bb2912, Hi Jordan i`m gonna all of u...I know ur busy and i know ur probably tired. but please reschedule NC. don`t leave us out.,neutral,night,31-45,India,1380004385.0,2973190.0,464.0,neutral
f61b40624e,__joy i feel like red lea now,positive,morning,46-60,Indonesia,273523615.0,1811570.0,151.0,neutral
b6d2229b03, I`d love to but I think the trek from London would be a bit too much,neutral,noon,60-70,Iran,83992949.0,1630000.0,52.0,neutral
299fda8c5b, hey hey,neutral,night,70-100,Iraq,40222493.0,434320.0,93.0,neutral
fbea09d42d,thinks revising in the garden from 8 this morning without sunscreen isnt the best idea ive had  oucccccccch,negative,morning,0-20,Ireland,4937786.0,68890.0,72.0,neutral
1b62e0c672,Is miserable  i feel like im gona cry  sux!,negative,noon,21-30,Israel,8655535.0,21640.0,400.0,neutral
2452a0aa6a, i know they are delicious.miss germany but like holland as well as we used to shoppin there at weekends.lol,positive,night,31-45,Italy,60461826.0,294140.0,206.0,neutral
8a821c6d63," LOL, very true. Maybe next year. I loooved that siggy, and I don`t remember what the password for the mod thing was  Cake?",positive,morning,46-60,Jamaica,2961167.0,10830.0,273.0,neutral
0f93ebfb23," lol, get watching it again  hehe",neutral,noon,60-70,Japan,126476461.0,364555.0,347.0,neutral
dd655c5aee, Hope you did great - you certainly spent enough time studying.,positive,night,70-100,Jordan,10203134.0,88780.0,115.0,neutral
e94ceb6edd, btw - downloaded iphone 3.0 sdk,neutral,morning,0-20,Kazakhstan,18776707.0,2699700.0,7.0,neutral
61e8b484df,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me,negative,noon,21-30,Kenya,53771296.0,569140.0,94.0,neutral
5be41389ce," I need botox work on the lips if I`m going to change my name to Angelina Jolie, but it`s a thought! Sad though about the racism",negative,night,31-45,Kiribati,119449.0,810.0,147.0,neutral
bd0f0ebc57," me? A doctor? *laughs* oh, no, no, no. I was _crane`s patient at Arkham Aslyum, but now I work for him",neutral,morning,46-60,Kuwait,4270571.0,17820.0,240.0,neutral
772ba56ce6,Morning all! Have a GREAT DAY! Off to school I go,positive,noon,60-70,Kyrgyzstan,6524195.0,191800.0,34.0,neutral
390f00c85a,"now, in a weird mood  muahaz",negative,night,70-100,Laos,7275560.0,230800.0,32.0,neutral
4a680661d5, congrats! Photo of dre?,positive,morning,0-20,Latvia,1886198.0,62200.0,30.0,neutral
e2505e6219,"#SanctuarySunday  thanks for joining on #SanctuarySunday, follow more Sanctuary people to keep up to date on the tweets!",positive,noon,21-30,Lebanon,6825445.0,10230.0,667.0,neutral
0d85e6d515,"Done at Disneyland, kid`s knocked out, stopped by the hotel bar and grabbed a grey goose & tonic on the way up...peace",positive,night,31-45,Lesotho,2142249.0,30360.0,71.0,neutral
086671fad9, ok. lol. i miss you too. i hope your cramps get better. i know how painful they can be.,neutral,morning,46-60,Liberia,5057681.0,96320.0,53.0,neutral
9c99cd9396," Oh, and a very good review",positive,noon,60-70,Libya,6871292.0,1759540.0,4.0,neutral
f35cc8bb35,_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.,negative,night,70-100,Liechtenstein,38128.0,160.0,238.0,neutral
5ba64af2fd,I`m extremely hungry.... and the only thing I have in my house is Soup...  I don`t like soup... *pouts*,negative,morning,0-20,Lithuania,2722289.0,62700.0,43.0,neutral
dbd82ea5bd, its hilarious,positive,noon,21-30,Luxembourg,625978.0,2590.0,242.0,neutral
8b6c53f38b, I love the guy that was standing behind me,positive,night,31-45,Madagascar,27691018.0,581795.0,48.0,neutral
e8cb7f18bd,Bout to hit the sack...got **** to do tomorrow. Happy mothers day MOM!,positive,morning,46-60,Malawi,19129952.0,94280.0,203.0,neutral
9ea273deaa,lost my DC hat ..,negative,noon,60-70,Malaysia,32365999.0,328550.0,99.0,neutral
cf0d831059,starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update,neutral,night,70-100,Maldives,540544.0,300.0,1802.0,neutral
